"GeneLength","gene","GeneID","C.G"
2892,"IREB2","3658",0.405255878284924
1122,"HYKK","123688",0.4349376114082
786,"PSMA4","5685",0.400763358778626
1407,"CHRNA5","1138",0.420753375977257
1518,"CHRNA3","1136",0.522397891963109
1497,"CHRNB4","1143",0.58249832999332
5070,"ADAMTS7","11173",0.654437869822485
1089,"MORF4L1","10933",0.445362718089991
1008,"CTSH","1512",0.529761904761905
3822,"RASGRF1","5923",0.545264259549974
1608,"ANKRD34C","390616",0.5
654,"TMED3","23423",0.573394495412844
2751,"MINAR1","23251",0.518720465285351
540,"ST20-MTHFS","100528021",0.485185185185185
612,"MTHFS","10588",0.51797385620915
528,"BCL2A1","597",0.409090909090909
627,"ZFAND6","54469",0.421052631578947
1260,"FAH","2184",0.553174603174603
180,"CTXND1","100996492",0.594444444444444
2154,"ARNT2","9915",0.54363974001857
990,"ABHD17C","58489",0.63030303030303
4191,"CEMIP","57214",0.532808398950131
705,"MESD","23184",0.516312056737589
1089,"TLNRD1","59274",0.696051423324151
906,"CFAP161","161502",0.490066225165563
4191,"IL16","3603",0.554760200429492
642,"STARD5","80765",0.534267912772586
3303,"TMC3","342125",0.512564335452619
1710,"MEX3B","84206",0.650877192982456
3363,"EFL1","79631",0.446922390722569
1377,"SAXO2","283726",0.415395787944808
1299,"GOLGA6L9","440295",0.565819861431871
408,"RPS17","6218",0.509803921568627
1782,"CPEB1","64506",0.520763187429854
3306,"AP3B2","8120",0.569570477918935
2250,"FSD2","123722",0.48
2430,"WHAMM","123720",0.541152263374486
1095,"HOMER2","9455",0.517808219178082
357,"RAMAC","83640",0.478991596638655
585,"C15orf40","123207",0.517948717948718
1449,"BTBD1","53339",0.496894409937888
1122,"TM6SF1","53346",0.452762923351159
639,"HDGFL3","50810",0.460093896713615
2985,"BNC1","646",0.51356783919598
1083,"SH3GL3","6457",0.465373961218837
5157,"ADAMTSL3","57188",0.505914291254605
510,"LOC124903544","124903544",0.656862745098039
1725,"GOLGA6L4","643707",0.569855072463768
720,"LOC105376722","105376722",0.520833333333333
1587,"LOC102724117","102724117",0.572148708254568
1938,"ZSCAN2","54993",0.544891640866873
1137,"WDR73","84942",0.539138082673703
465,"NMB","4828",0.627956989247312
558,"SEC11A","23478",0.43010752688172
3804,"ZNF592","9640",0.572292323869611
5118,"ALPK3","57538",0.615670183665494
2079,"SLC28A1","9154",0.570947570947571
2490,"PDE8A","5151",0.460642570281124
8454,"AKAP13","11214",0.492666193517861
1770,"KLHL25","64410",0.61638418079096
3366,"AGBL1","123624",0.516934046345811
2553,"NTRK3","4916",0.54876615746181
840,"MRPL46","26589",0.529761904761905
585,"MRPS11","64963",0.584615384615385
1686,"DET1","55070",0.498220640569395
978,"AEN","64782",0.622699386503067
546,"ISG20","3669",0.617216117216117
7707,"ACAN","176",0.575450888802387
1269,"HAPLN3","145864",0.632781717888101
1164,"MFGE8","4240",0.582474226804124
1383,"LOC124903573","124903573",0.584237165582068
1278,"ABHD2","11057",0.529733959311424
954,"RLBP1","6017",0.568134171907757
3987,"FANCI","55215",0.433659393027339
3720,"POLG","5428",0.604301075268817
1440,"RHCG","51458",0.5625
5733,"TICRR","90381",0.519448805163091
4155,"KIF7","374654",0.657039711191336
1569,"PLIN1","5346",0.655831739961759
744,"PEX11A","8800",0.489247311827957
2178,"WDR93","56964",0.492194674012856
807,"MESP1","55897",0.747211895910781
1194,"MESP2","145873",0.707705192629816
2904,"ANPEP","290",0.573002754820937
1185,"ARPIN-AP3S2","100526783",0.545147679324894
582,"AP3S2","10239",0.470790378006873
681,"ARPIN","348110",0.60352422907489
2109,"ZNF710","374655",0.626363205310574
1359,"IDH2","3418",0.582045621780721
2544,"SEMA4B","10509",0.619103773584906
795,"CIB1","10519",0.572327044025157
1158,"GDPGP1","390637",0.587219343696028
2256,"TTLL13","440307",0.526152482269504
876,"NGRN","51335",0.547945205479452
1452,"ZNF774","342132",0.496556473829201
4974,"IQGAP1","8826",0.459790912746281
1860,"CRTC3","64784",0.568279569892473
4254,"BLM","641",0.398683591913493
2385,"FURIN","5045",0.626415094339623
2469,"FES","2242",0.618469015795869
3528,"MAN2A2","4122",0.589852607709751
540,"HDDC3","374659",0.611111111111111
2835,"UNC45A","55898",0.591181657848325
1131,"RCCD1","91433",0.6657824933687
1866,"PRC1","9055",0.477491961414791
1854,"VPS33B","26276",0.514563106796116
2052,"SV2B","9899",0.502436647173489
2133,"SLCO3A1","28232",0.590717299578059
1191,"ST8SIA2","8128",0.519731318219983
480,"FAM174B","400451",0.65625
5487,"CHD2","1106",0.459449608164753
1377,"RGMA","56963",0.646332607116921
2637,"MCTP2","55784",0.453924914675768
1245,"NR2F2","7026",0.624096385542169
1257,"ARRDC4","91947",0.525059665871122
4179,"IGF1R","3480",0.549653027039962
864,"PGPEP1L","145814",0.62037037037037
4698,"SYNM","23336",0.576415495955726
1629,"TTC23","64927",0.478821362799263
1104,"LRRC28","123355",0.47554347826087
1632,"MEF2A","4205",0.489583333333333
894,"LYSMD4","145748",0.524608501118568
3570,"ADAMTS17","170691",0.615966386554622
1185,"CERS3","204219",0.425316455696203
2274,"LINS1","55180",0.405013192612137
957,"ASB7","140460",0.478578892371996
783,"LOC124903575","124903575",0.796934865900383
1539,"ALDH1A3","220",0.549707602339181
6048,"LRRK1","79705",0.577380952380952
2493,"CHSY1","22856",0.526674689129563
570,"SELENOS","55829",0.533333333333333
768,"SNRPA1","6627",0.47265625
2910,"PCSK6","5046",0.587628865979381
906,"LOC124903566","124903566",0.591611479028698
744,"TM2D3","80213",0.530913978494624
2409,"TARS3","123283",0.466998754669988
939,"OR4F6","390648",0.411075612353568
939,"OR4F15","390649",0.425985090521832
1746,"LOC102723502","102723502",0.434707903780069
951,"LOC102723532","102723532",0.471083070452156
552,"LOC102723573","102723573",0.505434782608696
327,"POLR3K","51728",0.559633027522936
372,"SNRNP25","79622",0.540322580645161
2799,"RHBDF1","64285",0.626652375848517
897,"MPG","4350",0.638795986622074
1710,"NPRL3","8131",0.587134502923977
429,"HBZ","3050",0.65034965034965
426,"HBM","3042",0.666666666666667
429,"HBA2","3040",0.648018648018648
429,"HBA1","3039",0.648018648018648
429,"HBQ1","3049",0.680652680652681
1116,"LUC7L","55692",0.544802867383513
1659,"FAM234A","83986",0.597950572634117
1500,"RGS11","8786",0.644666666666667
678,"ARHGDIG","398",0.650442477876106
1578,"PDIA2","64714",0.626108998732573
2751,"AXIN1","8312",0.6226826608506
771,"MRPL28","10573",0.603112840466926
2316,"PGAP6","58986",0.647236614853195
564,"NME4","4833",0.677304964539007
879,"DECR2","26063",0.646188850967008
2406,"RAB11FIP3","9727",0.653366583541147
3489,"CAPN15","6650",0.696474634565778
1716,"PRR35","146325",0.708624708624709
372,"NHLRC4","283948",0.658602150537634
2283,"PIGQ","9091",0.654402102496715
846,"RAB40C","57799",0.630023640661938
1647,"WFIKKN1","117166",0.701275045537341
816,"METTL26","84326",0.64828431372549
483,"MCRIP2","84331",0.67287784679089
5544,"WDR90","197335",0.658910533910534
1860,"RHOT2","89941",0.638172043010753
1410,"RHBDL1","9028",0.659574468085106
912,"STUB1","10273",0.62280701754386
795,"JMJD8","339123",0.654088050314465
2373,"WDR24","84219",0.639275179098188
1440,"FBXL16","146330",0.661111111111111
882,"METRN","79006",0.741496598639456
708,"ANTKMT","65990",0.713276836158192
1932,"CCDC78","124093",0.639233954451346
1014,"HAGHL","84264",0.684418145956608
1431,"CIAO3","64428",0.607966457023061
1893,"MSLN","10232",0.652403592181722
948,"RPUSD1","113000",0.661392405063291
3012,"CHTF18","63922",0.671646746347942
204,"GNG13","51764",0.57843137254902
1704,"LMF1","64788",0.631455399061033
1089,"LOC107984876","107984876",0.651974288337925
1785,"LOC124903619","124903619",0.642577030812325
1341,"SOX8","30812",0.722595078299776
1095,"SSTR5","6755",0.676712328767123
759,"C1QTNF8","390664",0.708827404479578
7077,"CACNA1H","8912",0.65465592765296
966,"TPSG1","25823",0.682194616977226
1098,"LOC124903621","124903621",0.652094717668488
828,"TPSB2","64499",0.653381642512077
828,"TPSAB1","7177",0.654589371980676
729,"TPSD1","23430",0.647462277091907
555,"UBE2I","7329",0.538738738738739
3615,"BAIAP3","8938",0.641217150760719
939,"TSR3","115939",0.680511182108626
918,"GNPTG","84572",0.616557734204793
2262,"UNKL","64718",0.669319186560566
399,"C16orf91","283951",0.641604010025063
804,"PERCC1","105371045",0.708955223880597
2004,"CCDC154","645811",0.654690618762475
2418,"CLCN7","1186",0.617452440033085
1437,"PTX4","390667",0.65553235908142
2700,"TELO2","9894",0.660740740740741
4389,"IFT140","9742",0.594212804739121
681,"TMEM204","79652",0.657856093979442
3810,"CRAMP1","57585",0.627034120734908
573,"JPT2","90861",0.558464223385689
4038,"MAPK8IP3","23162",0.629767211490837
513,"NME3","4832",0.674463937621832
678,"MRPS34","65993",0.660766961651917
1140,"EME2","197342",0.703508771929825
1233,"SPSB3","90864",0.636658556366586
816,"NUBP2","10101",0.662990196078431
1932,"IGFALS","3483",0.68944099378882
927,"HAGH","3029",0.618122977346278
738,"FAHD1","81889",0.600271002710027
1416,"MEIOB","254528",0.38135593220339
1029,"HS3ST6","64711",0.726919339164237
351,"MSRB1","51734",0.561253561253561
1239,"RPL3L","6123",0.606133979015335
519,"NDUFB10","4716",0.558766859344894
882,"RPS2","6187",0.616780045351474
765,"RNF151","146310",0.630065359477124
2427,"TBL3","10607",0.637000412031314
1131,"NOXO1","124056",0.697612732095491
618,"GFER","2671",0.660194174757282
690,"SYNGR3","9143",0.704347826086957
2715,"ZNF598","90850",0.665930018416206
498,"NPW","283869",0.746987951807229
1014,"SLC9A3R2","9351",0.671597633136095
915,"NTHL1","4913",0.640437158469945
5478,"TSC2","7249",0.602044541803578
13047,"PKD1","5310",0.672108530696712
771,"RAB26","25837",0.630350194552529
2013,"TRAF7","84231",0.602583209140586
4296,"CASKIN1","57524",0.692737430167598
1212,"MLST8","64223",0.642739273927393
783,"BRICD5","283870",0.655172413793103
966,"PGP","283871",0.68944099378882
2514,"E4F1","1877",0.65950676213206
900,"DNASE1L2","1775",0.656666666666667
909,"ECI1","1632",0.654565456545655
918,"RNPS1","10921",0.568627450980392
5115,"ABCA3","21",0.601759530791789
2361,"CCNF","899",0.589157136806438
1302,"TEDC2","80178",0.655145929339478
1743,"NTN3","4917",0.711990820424555
1680,"TBC1D24","57465",0.621428571428571
468,"ATP6V0C","527",0.634615384615385
1785,"AMDHD2","51005",0.650980392156863
744,"CEMP1","752014",0.618279569892473
1773,"PDPK1","5170",0.513254371122391
705,"KCTD5","54442",0.585815602836879
873,"PRSS27","83886",0.642611683848797
8259,"SRRM2","23524",0.556120595713767
486,"ELOB","6923",0.60082304526749
843,"PRSS33","260429",0.704626334519573
1005,"PRSS41","360226",0.613930348258707
945,"PRSS21","10942",0.592592592592593
519,"ZG16B","124220",0.543352601156069
954,"PRSS22","64063",0.647798742138365
423,"FLYWCH2","114984",0.657210401891253
2685,"FLYWCH1","84256",0.674115456238361
1389,"KREMEN2","79412",0.712023038156947
822,"PAQR4","124222",0.67639902676399
1527,"PKMYT1","9088",0.672560576293386
1560,"GREP1","283875",0.614102564102564
654,"CLDN9","9080",0.672782874617737
663,"CLDN6","9074",0.627450980392157
390,"TNFRSF12A","51330",0.687179487179487
417,"HCFC1R1","54985",0.664268585131894
1026,"THOC6","79228",0.600389863547758
1527,"BICDL2","146439",0.682383759004584
1689,"MMP25","64386",0.673771462403789
969,"LOC124900372","124900372",0.543859649122807
705,"IL32","9235",0.561702127659575
2343,"ZSCAN10","84891",0.676909944515578
1665,"ZNF205","7755",0.665465465465465
1572,"ZNF213","7760",0.652035623409669
969,"OR1F1","4992",0.51702786377709
1188,"ZNF200","7752",0.44949494949495
2346,"MEFV","4210",0.589940323955669
2052,"ZNF263","10127",0.555555555555556
1650,"TIGD7","91151",0.39030303030303
1614,"ZNF75A","7627",0.453531598513011
939,"OR2C1","4993",0.550585729499467
2094,"ZSCAN32","54925",0.517191977077364
1224,"ZNF174","7727",0.52859477124183
1275,"ZNF597","146434",0.454117647058824
750,"NAA60","79903",0.502666666666667
549,"C16orf90","646174",0.657559198542805
1380,"CLUAP1","23059",0.46231884057971
3198,"NLRC3","197358",0.628517823639775
5505,"SLX4","84464",0.5905540417802
918,"DNASE1","1773",0.591503267973856
2115,"TRAP1","10131",0.57919621749409
7329,"CREBBP","1387",0.568836130440715
4119,"ADCY9","115",0.578052925467346
2574,"SRL","6345",0.580808080808081
1611,"TFAP4","7023",0.65983860955928
1575,"GLIS2","84662",0.65968253968254
3147,"CORO7-PAM16","100529144",0.638703527168732
378,"PAM16","51025",0.58994708994709
2778,"CORO7","79585",0.644708423326134
2022,"VASN","114990",0.690900098911968
1443,"DNAJA3","9093",0.561330561330561
900,"NMRAL1","57407",0.586666666666667
1113,"HMOX2","3163",0.557053009883199
627,"CDIP1","29965",0.62200956937799
3426,"C16orf96","342346",0.585814360770578
534,"UBALD1","124402",0.664794007490637
1731,"MGRN1","23295",0.618717504332756
786,"NUDT16L1","84309",0.706106870229008
2007,"ANKS3","124401",0.617339312406577
1632,"DNAAF8","146562",0.613970588235294
1443,"ZNF500","26048",0.656964656964657
1095,"SEPTIN12","124404",0.581735159817352
267,"SMIM22","440335",0.606741573033708
885,"ROGDI","79641",0.631638418079096
1662,"GLYR1","84656",0.527677496991576
3486,"UBN1","29855",0.537292025243832
5358,"PPL","5493",0.609742441209406
2091,"SEC14L5","9717",0.622668579626973
1548,"NAGPA","51172",0.655038759689923
1209,"C16orf89","146556",0.5616211745244
1395,"ALG1","56052",0.576344086021505
993,"EEF2KMT","196483",0.593152064451158
1872,"RBFOX1","54715",0.580128205128205
672,"TMEM114","283953",0.642857142857143
1458,"METTL22","79091",0.569958847736626
1599,"ABAT","18",0.548467792370231
642,"TMEM186","25880",0.545171339563863
741,"PMM2","5373",0.454790823211876
444,"CARHSP1","23589",0.61036036036036
219,"LITAFD","101929989",0.598173515981735
3309,"USP7","7874",0.432759141734663
828,"C16orf72","29035",0.53743961352657
4551,"GRIN2A","2903",0.524939573720062
2049,"ATF7IP2","80063",0.380673499267936
504,"EMP2","2013",0.511904761904762
1458,"TEKT5","146279",0.578875171467764
963,"NUBP1","4682",0.538940809968847
642,"TVP23A","780776",0.523364485981308
3690,"CIITA","4261",0.618428184281843
288,"DEXI","28955",0.642361111111111
3162,"CLEC16A","23274",0.546489563567362
636,"SOCS1","8651",0.712264150943396
417,"TNP2","7142",0.570743405275779
312,"PRM3","58531",0.637820512820513
423,"PRM2","5620",0.59338061465721
156,"PRM1","5619",0.58974358974359
444,"RMI2","116028",0.682432432432432
10050,"LOC400499","400499",0.630547263681592
576,"LITAF","9516",0.5625
405,"SNN","8303",0.627160493827161
2997,"TXNDC11","51061",0.536202869536203
2916,"ZC3H7A","29066",0.406721536351166
1473,"RSL1D1","26156",0.428377460964019
1914,"GSPT1","2935",0.490595611285266
1194,"NPIPB2","729978",0.494974874371859
555,"TNFRSF17","608",0.443243243243243
2655,"SNX29","92017",0.534839924670433
945,"CPPED1","55313",0.578835978835979
1362,"SHISA9","729993",0.617474302496329
2889,"ERCC4","2072",0.457597784700588
3300,"MRTFB","57496",0.514545454545455
1920,"PARN","5073",0.4234375
1353,"BFAR","51283",0.48780487804878
498,"PLA2G10","8399",0.582329317269076
1197,"NPIPA3","642778",0.502923976608187
570,"LOC100652777","100652777",0.58421052631579
1197,"NPIPA2","642799",0.503759398496241
3669,"NOMO1","23420",0.518942491142001
1053,"NPIPA1","9284",0.48338081671415
2394,"PDXDC1","23042",0.503759398496241
933,"NTAN1","123803",0.479099678456592
1956,"RRN3","54700",0.438139059304703
1197,"NPIPA5","100288332",0.502088554720134
591,"MPV17L","255027",0.598984771573604
615,"BMERB1","89927",0.526829268292683
5232,"MARF1","9665",0.472094801223242
1140,"NDE1","54820",0.545614035087719
5940,"MYH11","4629",0.563973063973064
597,"CEP20","123811",0.42713567839196
4755,"ABCC1","4363",0.559411146161935
4512,"ABCC6","368",0.605718085106383
3804,"NOMO3","408050",0.517875920084122
1110,"NPIPA7","101059938",0.487387387387387
2880,"XYLT1","64131",0.610763888888889
1110,"NPIPA8","101059953",0.487387387387387
1110,"NPIPA9","105376752",0.486486486486487
885,"LOC102723728","102723728",0.512994350282486
3804,"NOMO2","283820",0.518664563617245
393,"RPS15A","6210",0.468193384223919
612,"ARL6IP1","23204",0.449346405228758
11070,"SMG1","23049",0.441644083107498
2277,"TMC7","79905",0.489240228370663
654,"COQ7","10229",0.542813455657492
1608,"ITPRIPL2","162073",0.674129353233831
1503,"SYT17","51760",0.557551563539587
561,"CLEC19A","728276",0.549019607843137
3021,"TMC5","79838",0.477325388944058
996,"GDE1","51573",0.488955823293173
3039,"CCP110","9738",0.394537676867391
2892,"VPS35L","57020",0.488589211618257
1557,"KNOP1","400506",0.536929993577392
864,"IQCK","124152",0.496527777777778
1605,"GPRC5B","51704",0.616822429906542
1062,"GPR139","124274",0.516949152542373
1614,"GP2","2813",0.545229244114003
2064,"UMOD","7369",0.599321705426357
1755,"PDILT","204474",0.476353276353276
1749,"ACSM5","54988",0.561463693539165
1734,"ACSM2A","123876",0.515570934256055
1734,"ACSM2B","348158",0.511534025374856
1734,"ACSM1","116285",0.523644752018454
1062,"THUMPD1","55623",0.467984934086629
1902,"ACSM3","6296",0.436908517350158
2076,"ERI2","112479",0.39402697495183
2325,"REXO5","81691",0.46752688172043
915,"DCUN1D3","123879",0.531147540983607
762,"LYRM1","57149",0.562992125984252
12393,"DNAH3","55567",0.490841604131364
558,"LDAF1","57146",0.525089605734767
2271,"ZP2","7783",0.493174812857772
1254,"ANKS4B","257629",0.501594896331738
945,"CRYM","1428",0.55978835978836
3396,"NPIPB3","23117",0.558303886925795
957,"METTL9","51108",0.469174503657262
726,"IGSF6","10261",0.473829201101928
3420,"OTOA","146183",0.535964912280702
3756,"NPIPB4","440345",0.562566560170394
1362,"UQCRC2","7385",0.460352422907489
795,"PDZD9","255762",0.426415094339623
504,"MOSMO","730094",0.470238095238095
3744,"VWA3A","146177",0.515758547008547
1881,"SDR42E2","100288072",0.620414673046252
2178,"EEF2K","29904",0.572543617998163
2127,"POLR3E","55718",0.587682181476258
1365,"CDR2","1039",0.517948717948718
3402,"NPIPB5","100132247",0.559376837154615
1104,"HS3ST2","9956",0.606884057971015
4059,"USP31","57478",0.559990145355999
1950,"SCNN1G","6340",0.535384615384615
1980,"SCNN1B","6338",0.564141414141414
2313,"COG7","91949",0.535235624729788
1842,"GGA2","23062",0.54343105320304
1605,"EARS2","124454",0.593146417445483
930,"UBFD1","56061",0.566666666666667
564,"NDUFAB1","4706",0.521276595744681
3567,"PALB2","79728",0.424165965797589
549,"DCTN5","84516",0.473588342440801
1812,"PLK1","5347",0.573399558498896
2781,"ERN2","10595",0.615605897159295
591,"CHP2","63928",0.563451776649746
2022,"PRKCB","5579",0.512363996043521
948,"CACNG3","10368",0.520042194092827
5379,"RBBP6","5930",0.410485220301171
5916,"TNRC6A","27327",0.485970250169033
2028,"SLC5A11","115584",0.556706114398422
2742,"ARHGAP17","55114",0.544128373450037
1074,"LCMT1","51451",0.483240223463687
789,"AQP8","343",0.613434727503169
2904,"ZKSCAN2","342357",0.496212121212121
1371,"HS3ST4","9951",0.62436177972283
465,"C16orf82","162083",0.610752688172043
1365,"KDM8","79831",0.58974358974359
801,"NSMCE1","197370",0.508114856429463
2553,"IL4R","3566",0.590285938112025
1683,"IL21R","50615",0.612002376708259
6330,"GTF3C1","2975",0.561769352290679
5040,"KATNIP","23247",0.554563492063492
1050,"GSG1L","146395",0.645714285714286
3378,"XPO6","23214",0.511545293072824
1377,"SBK1","388228",0.685548293391431
1380,"NPIPB6","728741",0.484782608695652
2745,"EIF3CL","728689",0.544262295081967
1245,"NPIPB7","440350",0.48995983935743
1317,"CLN3","1201",0.599088838268793
3294,"APOBR","55911",0.639344262295082
732,"IL27","246778",0.659836065573771
303,"NUPR1","26471",0.623762376237624
882,"SGF29","112869",0.58390022675737
888,"SULT1A2","6799",0.572072072072072
906,"SULT1A1","6817",0.582781456953642
1446,"NPIPB8","728734",0.490318118948824
2742,"EIF3C","8663",0.544128373450037
750,"LOC124903761","124903761",0.718666666666667
1392,"NPIPB9","100507607",0.489942528735632
3315,"ATXN2L","11273",0.605128205128205
1368,"TUFM","7284",0.590643274853801
2271,"SH2B1","25970",0.637164244826068
3006,"ATP2A1","487",0.585828343313373
1710,"RABEP2","79874",0.66140350877193
1674,"CD19","930",0.609916367980884
1260,"NFATC2IP","84901",0.611904761904762
1761,"SPNS1","83985",0.643384440658717
810,"LAT","27040",0.625925925925926
747,"LOC124903671","124903671",0.655957161981258
3486,"NPIPB11","728888",0.557085484796328
918,"BOLA2-SMG1P6","107282092",0.474945533769063
372,"BOLA2","552900",0.623655913978495
828,"SLX1B","79008",0.67512077294686
888,"SULT1A4","445329",0.578828828828829
2787,"NPIPB12","440353",0.554359526372443
1203,"SPN","6693",0.607647547797174
897,"QPRT","23475",0.665551839464883
732,"C16orf54","283897",0.687158469945355
504,"ZG16","653808",0.549603174603175
1998,"KIF22","3835",0.585585585585586
1482,"MAZ","4150",0.691632928475034
942,"LOC112268170","112268170",0.682590233545648
1185,"PRRT2","112476",0.622784810126582
765,"PAGR1","79447",0.652287581699346
2682,"MVP","9961",0.617822520507084
642,"CDIPT","10423",0.574766355140187
2772,"SEZ6L2","26470",0.634920634920635
1173,"ASPHD1","253982",0.667519181585678
1044,"KCTD13","253980",0.623563218390805
723,"TMEM219","124446",0.586445366528354
798,"LOC124903762","124903762",0.644110275689223
3729,"TAOK2","9344",0.627514078841512
1671,"HIRIP3","8479",0.582884500299222
939,"INO80E","283899",0.626198083067093
1203,"DOC2A","8448",0.615960099750623
471,"C16orf92","146378",0.53927813163482
1083,"TLCD3B","83723",0.566020313942752
420,"LOC112694756","112694756",0.64047619047619
1257,"ALDOA","226",0.590294351630867
924,"PPP4C","5531",0.572510822510823
1311,"TBX6","6911",0.646834477498093
474,"YPEL3","83719",0.613924050632911
957,"GDPD3","79153",0.568443051201672
1140,"MAPK3","5595",0.596491228070175
999,"LOC124903763","124903763",0.723723723723724
1386,"CORO1A","11151",0.632034632034632
261,"BOLA2B","654483",0.597701149425287
828,"SLX1A","548593",0.67512077294686
888,"SULT1A3","6818",0.578828828828829
3417,"NPIPB13","613037",0.559847819724905
1026,"CD2BP2","10421",0.589668615984405
2427,"TBC1D10B","26000",0.656365883807169
510,"MYL11","29895",0.568627450980392
1119,"SEPTIN1","1731",0.593386952636282
1857,"ZNF48","197407",0.619278406031233
1029,"ZNF771","51333",0.702623906705539
513,"DCTPP1","79077",0.619883040935672
1347,"SEPHS2","22928",0.576095025983667
3513,"ITGAL","3683",0.553657842300028
1695,"ZNF768","79724",0.625958702064897
996,"ZNF747","65988",0.683734939759036
1227,"ZNF764","92595",0.690301548492258
831,"ZNF688","146542",0.676293622141998
1257,"ZNF785","146540",0.652346857597454
1503,"ZNF689","115509",0.642049234863606
1758,"PRR14","78994",0.626279863481229
2943,"FBRS","64319",0.685694869181108
9693,"SRCAP","10847",0.585267718972454
327,"TMEM265","100862671",0.617737003058104
1221,"PHKG2","5261",0.581490581490582
1191,"CFAP119","90835",0.581024349286314
3006,"RNF40","9810",0.598137059214904
2610,"ZNF629","23361",0.634099616858238
975,"BCL7C","9274",0.550769230769231
672,"CTF1","1489",0.729166666666667
2085,"FBXL19","54620",0.673381294964029
888,"ORAI3","93129",0.641891891891892
5124,"SETD1A","9739",0.626463700234192
1110,"HSD3B7","80270",0.640540540540541
867,"STX1B","112755",0.540945790080738
894,"STX4","6810",0.554809843400447
1929,"ZNF668","79759",0.667703473302229
5499,"ZNF646","9726",0.617021276595745
1872,"PRSS53","339105",0.643696581196581
576,"VKORC1","79001",0.59375
495,"LOC124903680","124903680",0.545454545454545
1239,"BCKDK","10295",0.596448748991122
1404,"KAT8","84148",0.576210826210826
1032,"PRSS8","5652",0.63468992248062
2568,"PRSS36","146547",0.666666666666667
1581,"FUS","2521",0.574320050600886
588,"PYCARD","29108",0.653061224489796
1434,"TRIM72","493829",0.687587168758717
270,"PYDC1","260434",0.651851851851852
3462,"ITGAM","3684",0.561236279607163
3510,"ITGAX","3687",0.58005698005698
3573,"ITGAD","3681",0.579345088161209
294,"COX6A2","1339",0.663265306122449
1047,"ZNF843","283933",0.659980897803247
3093,"ARMC5","79798",0.676042677012609
1386,"TGFB1I1","7041",0.630591630591631
2097,"SLC5A2","6524",0.627086313781593
1407,"RUSF1","64755",0.611940298507463
309,"AHSP","51327",0.530744336569579
1632,"KRBOX5","124411",0.373774509803922
2232,"ZNF267","10308",0.372311827956989
444,"LOC102725101","102725101",0.533783783783784
504,"TP53TG3D","729264",0.589285714285714
1131,"LOC100507221","100507221",0.671971706454465
399,"TP53TG3","24150",0.598997493734336
375,"IGHV3OR16-8","388255",0.530666666666667
504,"TP53TG3C","653550",0.595238095238095
504,"TP53TG3E","102724101",0.595238095238095
399,"TP53TG3B","729355",0.598997493734336
672,"LOC105379473","105379473",0.6875
504,"TP53TG3F","102724127",0.595238095238095
375,"IGHV3OR16-17","390714",0.522666666666667
2607,"BCLAF1P2","731605",0.425009589566552
858,"LOC102724485","102724485",0.406759906759907
423,"LOC107987236","107987236",0.505910165484634
522,"LOC124903767","124903767",0.739463601532567
2019,"SHCBP1","79801",0.450718177315503
2391,"VPS35","55737",0.416980342952739
759,"ORC6","23594",0.47167325428195
2460,"MYLK3","91807",0.594715447154472
465,"C16orf87","388272",0.393548387096774
1665,"GPT2","84706",0.598798798798799
1239,"DNAJA2","10294",0.455205811138015
1578,"NETO2","81831",0.432826362484157
1839,"ITFG1","81533",0.432300163132137
3282,"PHKB","5257",0.437538086532602
4080,"ABCC12","94160",0.505392156862745
4155,"ABCC11","85320",0.523225030084236
2721,"LONP2","83752",0.478500551267916
942,"SIAH1","6477",0.467091295116773
2691,"N4BP1","9683",0.448903753251579
582,"CBLN1","869",0.589347079037801
798,"C16orf78","123970",0.511278195488722
4122,"ZNF423","23090",0.583697234352256
429,"CNEP1R1","255919",0.435897435897436
2043,"HEATR3","55027",0.470386686245717
2142,"TENT4B","64282",0.507002801120448
3261,"ADCY7","113",0.608402330573444
2010,"BRD7","29117",0.448258706467662
1413,"NKD1","85407",0.635527246992215
951,"SNX20","124460",0.648790746582545
3123,"NOD2","64127",0.588536663464617
2871,"CYLD","1540",0.425983977708116
651,"LOC105371253","105371253",0.654377880184332
3975,"SALL1","6299",0.53937106918239
963,"HNRNPA1L3","642659",0.472481827622015
1731,"TOX3","27324",0.534373194685153
159,"LOC105371267","105371267",0.616352201257862
8697,"CHD9","80205",0.409221570656548
3420,"RBL2","5934",0.453216374269006
882,"AKTIP","64400",0.441043083900227
3960,"RPGRIP1L","23322",0.41010101010101
1581,"FTO","79068",0.482605945604048
1590,"IRX3","79191",0.687421383647799
1452,"IRX5","10265",0.674931129476584
1341,"IRX6","79190",0.61372110365399
1983,"MMP2","4313",0.57034795763994
1635,"LPCAT2","54947",0.45565749235474
747,"CAPNS2","84290",0.471218206157965
1887,"SLC6A2","6530",0.562798092209857
1707,"CES1","1066",0.527826596367897
1815,"CES5A","221223",0.521763085399449
1065,"GNAO1","2775",0.524882629107981
2028,"AMFR","267",0.547337278106509
684,"NUDT21","11051",0.463450292397661
1629,"OGFOD1","55239",0.457949662369552
2166,"BBS2","583",0.463527239150508
189,"MT4","84560",0.555555555555556
207,"MT3","4504",0.613526570048309
186,"MT2A","4502",0.623655913978495
384,"MT1E","4493",0.565104166666667
186,"MT1M","4499",0.618279569892473
186,"MT1A","4489",0.596774193548387
186,"MT1B","4490",0.602150537634409
186,"MT1F","4494",0.60752688172043
